,text
77,"<s>[INST]20 giờ tối còn gọi là:, các đáp án
8 giờ tối
9 giờ tối
8 giờ chiều
10 giờ đêm[/INST]</s>
Lời giải:Lấy 20 - 12 = 8. 20 giờ tối còn gọi là 8 giờ tối.
Chọn đáp án:8 giờ tối"
78,"<s>[INST]Số 689 được viết thành:, các đáp án
6 + 8 + 9
600 + 90 + 8
600 + 80 + 9
600 + 90[/INST]</s>
Lời giải:Số 689 được viết thành: 600 + 80 + 9
Chọn đáp án:600 + 80 + 9"
79,"<s>[INST]Số 7,305 đọc là:, các đáp án
Bảy phẩy ba trăm linh năm
Bảy phẩy ba mươi năm
Bảy phẩy ba trăm linh lăm
Bảy phẩy ba mươi lăm[/INST]</s>
Lời giải:Số 7,305 đọc là: Bảy phẩy ba trăm linh năm.
Chọn đáp án:Bảy phẩy ba trăm linh năm"
80,"<s>[INST]Số 72,06 gấp 10 lần lên ta được:, các đáp án
720,6
7206
7,206
0,7206[/INST]</s>
Lời giải:72,06 ${\times}$ 10 = 720,6Số 72,06 gấp 10 lần lên ta được: 720,6.
Chọn đáp án:720,6"
81,"<s>[INST]20 là tích của hai số nào?, các đáp án
2 và 5
5 và 3
2 và 10
5 và 6[/INST]</s>
Lời giải:Ta có: 2 ${\times}$ 5 = 105 ${\times}$ 3 = 152 ${\times}$ 10 = 205 ${\times}$ 6 = 30
 Vậy 20 là tích của 2 và 10
Chọn đáp án:2 và 10"
82,"<s>[INST]Số ba mươi nghìn không trăm linh một được viết là:, các đáp án
30 001
30 100
30 101
31 000[/INST]</s>
Lời giải:Số ba mươi nghìn không trăm linh một được viết là: 30001
Chọn đáp án:30001"
83,"<s>[INST]Số bảy trăm linh tư viết là:, các đáp án
704
470
407
740[/INST]</s>
Lời giải:Số bảy trăm linh tư viết là: 704
Chọn đáp án:704"
84,"<s>[INST]Số bé nhất có bốn chữ số khác nhau là:, các đáp án
876
000
023
230[/INST]</s>
Lời giải:Số bé nhất có bốn chữ số khác nhau là 1023
Chọn đáp án:023"
85,"<s>[INST]20 là tích của hai số nào?, các đáp án
5 và 5
2 và 10
5 và 6
2 và 4[/INST]</s>
Lời giải:Ta có: 5 ${\times}$ 5 = 252 ${\times}$ 10 = 205 ${\times}$ 6 = 302 ${\times}$ 4 = 8
 Vậy 20 là tích của 2 và 10.
Chọn đáp án:2 và 10"
86,"<s>[INST]Số bé nhất trong các số 0,56; 0,65; 0,596; 0,559 là:, các đáp án
0,56
0,65
0,596
0,559[/INST]</s>
Lời giải:Số 0,56; 0,596; 0,559 có hàng phần mười là 5
 Số 0,56 có hàng phần trăm là 6
 Số 0,596 có hàng phần trăm là 9 
 Số 0,559 có hàng phần trăm là 5
 Do 56 9 nên 0,5590,560,596 Số 0,65 có hàng phần mười là 6 Do 56 nên 0,5590,560,5960,65 Vậy số bé nhất trong các số trên là: 0,559
Chọn đáp án:0,559"
87,"<s>[INST]Số bé nhất trong các số 7,358; 7,385; 7,538; 7,583 là:, các đáp án
7,358
7,385
7,538
7,583[/INST]</s>
Lời giải:Các số 7,358; 7,385; 7,538; 7,583 đều có cùng phần nguyên là 7.+ Số 7,358; 7,385 đều có hàng phần 10 là 3. Số 7,358 có hàng phần 100 là 5; số 7,385 có hàng phần 100 là 8. Do 58 nên 7,3587,385.+ Số 7,538; 7,583 đều có hàng phần 10 là 5. Số 7,538 có hàng phần 100 là 3; số 7,583 có hàng phần 100 là 8. Do 38 nên 7,5387,583.Vì 35 nên 7,3587,3857,5387,583.
 Vậy số nhỏ nhất trong các số trên là 7,358.
Chọn đáp án:7,358"
88,"<s>[INST]Số bé nhất trong các số 9,25; 8,25; 7,89; 6,98 là:, các đáp án
9,25
8,25
7,89
6,98[/INST]</s>
Lời giải:So sánh các số 9,25; 8,25; 7,89; 6,98 có:
 Phần nguyên: 6 < 7 < 8 < 9
 Vậy: 6,987,898,259,25
 Vậy số bé nhất trong các số 9,25; 8,25; 7,89; 6,98 là: 6,98
Chọn đáp án:6,98"
89,"<s>[INST]20% của 250m là:, các đáp án
5m
50m
25m
20m[/INST]</s>
Lời giải:20% của 250m là: 250 ${\times}$ 20 : 100 = 50 (m)
Chọn đáp án:50m"
90,"<s>[INST]Số bị chia là 12, số chia là 2. Vậy thương bằng:, các đáp án
8
4
6
3[/INST]</s>
Lời giải:Số bị chia là 12, số chia là 2. Vậy thương bằng: $\frac{12}{2}$ = 6
Chọn đáp án:6"
91,"<s>[INST]Số bị chia là 40 , số chia là 5. Vậy thương bằng:, các đáp án
45
35
8
9[/INST]</s>
Lời giải:Số bị chia là 40 , số chia là 5. 
 Vậy thương bằng: 40 : 5 = 8
Chọn đáp án:8"
92,"<s>[INST]Số bị trừ hơn số trừ 8 đơn vị. Vậy hiệu là:, các đáp án
8
7
9
5[/INST]</s>
Lời giải:Số bị trừ hơn số trừ 8 đơn vị. Vậy hiệu là: 8
Chọn đáp án:8"
93,"<s>[INST]Số bị trừ là 63, số trừ là 28. Vậy hiệu bằng:, các đáp án
91
45
35
81[/INST]</s>
Lời giải:63 – 28 = 35
Chọn đáp án:35"
94,"<s>[INST]Số bị trừ là số liền sau của số tròn chục lớn nhất có hai chữ số, số trừ là tổng của 37 và 25. Vậy hiệu là:, các đáp án
29
28
48
59[/INST]</s>
Lời giải:Số tròn chục lớn nhất có hai chữ số là: 90
 Muốn tìm số liền sau của một số, ta lấy số đó cộng thêm 1 đơn vị.
 Số liền sau của 90 là: $90 + 1 = 91$ .
 Tổng của 37 và 25 là: $37 + 25 = 62$
 Vậy hiệu là: 91 – 62 = 29
Chọn đáp án:29"
95,"<s>[INST]Số bị trừ là số liền trước của 18, số trừ là số lớn nhất có một chữ số. Vậy hiệu là:, các đáp án
8
9
7
6[/INST]</s>
Lời giải:Muốn tìm số liền trước của một số, ta lấy số đó trừ đi 1 đơn vị.
 Số liền trước của 18 là: 18 – 1 = 17
 Số lớn nhất có một chữ số là: 9
 Vậy hiệu là: 17 – 9 = 8
Chọn đáp án:8"
96,"<s>[INST]Số bị trừ là số liền trước của số lớn nhất có hai chữ số khác nhau, số trừ là tổng của 29 và 19. Vậy hiệu là, các đáp án
52
51
49
50[/INST]</s>
Lời giải:Số lớn nhất có hai chữ số khác nhau là: 98
 Muốn tìm số liền trước của một số, ta lấy số đó trừ đi 1 đơn vị.
 Số liền trước của 98 là: 98 – 1 = 97.Tổng của 29 và 19 là: $29 + 19 = 48$ Hiệu là: 97 – 48 = 49
Chọn đáp án:49"
97,"<s>[INST]Số bị trừ là số lớn nhất có hai chữ số khác nhau và số trừ là số liền trước của 54. Vậy hiệu là:, các đáp án
46
44
45
43[/INST]</s>
Lời giải:Số lớn nhất có hai chữ số khác nhau: 98
 Số liền trước của 54: 54 – 1 = 53
 Vậy hiệu là: 98 – 53 = 45
Chọn đáp án:45"
98,"<s>[INST]20% của 450kg là:, các đáp án
120kg
90kg
900kg
45kg[/INST]</s>
Lời giải:20% của 450kg là: 450 ${\times}$ $\frac{20}{100}$ = 90 (kg)
Chọn đáp án:90kg"
99,"<s>[INST]Số cách chọn 5 học sinh từ 35 học sinh của một lớp là, các đáp án
5!
35^5
C_{35}^5
A_{35}^5[/INST]</s>
Lời giải:Số cách chọn là C_{35}^5.
Chọn đáp án:C_{35}^5"
100,"<s>[INST]Số cách chọn ra một nhóm học tập gồm 3 học sinh từ 5 học sinh là, các đáp án
3!
A_5^3
C_5^3
15[/INST]</s>
Lời giải:Mỗi cách chọn 3 học sinh từ 5 học sinh là một tổ hợp chập 3 của 5 phần tử.
 Suy ra số cách chọn là C_5^3.
Chọn đáp án:C_5^3"
101,"<s>[INST]2014 dm3 = ...... m3 là:
20,14
2,014
201,4[/INST]</s>
Lời giải:Đổi 2014 dm3 ra m3 bằng cách 2024 ${\times}$ 0,001 = 2,014 (m3)
  Đáp số: 2014 m3
chọn đáp án:201,4"
102,"<s>[INST]Số chia hết cho cả 2 và 5 là:, các đáp án
7 603
706
7 650
763[/INST]</s>
Lời giải:Số chia hết cho cả 2 và 5 là: 7650 (số có tận cùng là 0 thì chia hết cho cả 2 và 5)
Chọn đáp án:7650"
103,"<s>[INST]Số chia hết cho cả 2 và 5 là:, các đáp án
7603
706
7650
763[/INST]</s>
Lời giải:Số chia hết cho cả 2 và 5 là: 7650 (số có tận cùng là 0 thì chia hết cho cả 2 và 5)
Chọn đáp án:7650"
104,"<s>[INST]Số chín mươi ba nghìn sáu trăm linh năm viết là:, các đáp án
93 650
90 365
93 065
93 605[/INST]</s>
Lời giải:Số chín mươi ba nghìn sáu trăm linh năm viết là: 93605
Chọn đáp án:93605"
105,"<s>[INST]Số chín trăm sáu mươi lăm viết là:, các đáp án
965
956
596
695[/INST]</s>
Lời giải:Số chín trăm sáu mươi lăm viết là: 965
Chọn đáp án:965"
106,"<s>[INST]Số có chữ số hàng chục nghìn là 5 là:, các đáp án
55 000
5 500
550
55[/INST]</s>
Lời giải:Số 55000 gồm 5 chục nghìn và 5 nghìn.
 Vậy số 55000 có chữ số hàng chục nghìn là 5.
Chọn đáp án:55000"
107,"<s>[INST]Số có chữ số hàng nghìn bằng 7 là:, các đáp án
78 245
67 382
51 720
90 127[/INST]</s>
Lời giải:Số có chữ số hàng nghìn bằng 7 là: 67382
Chọn đáp án:67382"
108,"<s>[INST]21% của 2014 là:, các đáp án
422,49
422,94
42,29
42,92[/INST]</s>
Lời giải:21% của 2014 là: 2014 ${\times}$ $\frac{21}{100}$ = 422,94
Chọn đáp án:422,94"
109,"<s>[INST]Số có số đơn vị kém số chục 5 đơn vị là:, các đáp án
71
38
94
52[/INST]</s>
Lời giải:Số hàng chục trừ số hàng đơn vị bằng 5
Chọn đáp án:94"
110,"<s>[INST]23 m2 = ……… ha? Số thích hợp điền vào chỗ chấm là:, các đáp án
0,23
0,023
0,0023
0,00023[/INST]</s>
Lời giải:1 m2 = 0.00001 ha nên 23 m2 = 23 $\times$ 0.00001 = 0.0023
Chọn đáp án:0,0023"
111,"<s>[INST]Số dư của phép chia $\frac{479}{47}$ là: (nếu chỉ lấy đến hai chữ số ở phần thập phân của thương)., các đáp án
0,7
0,07
0,007
7[/INST]</s>
Lời giải:Số dư của phép chia $\frac{479}{47}$ là: 0,07 (nếu chỉ lấy đến hai chữ số ở phần thập phân của thương).
Chọn đáp án:0,07"
112,"<s>[INST]Số gồm “Tám và mười hai phần mười bảy” viết là:, các đáp án
12/17
82/17
$8\frac{12}{17}$
$8\frac{102}{17}$[/INST]</s>
Lời giải:Số gồm “Tám và mười hai phần mười bảy” viết là: $8\frac{12}{17}$
Chọn đáp án:$8\frac{12}{17}$"
113,"<s>[INST]Số gồm 1 chục nghìn 5 nghìn 3 trăm 6 chục được viết là:, các đáp án
10 536
15 306
15 360
1 526[/INST]</s>
Lời giải:Số gồm 1 chục nghìn 5 nghìn 3 trăm 6 chục được viết là: 15360
Chọn đáp án:15360"
114,"<s>[INST]Diện tích của hình tròn có đường kính d = 5dm là:, các đáp án
78,5dm2
196,25dm2
7,85dm2
19,625dm2[/INST]</s>
Lời giải:Bán kính hình tròn là: $\frac{5}{2}$ = 2,5 (dm)Diện tích của hình tròn có đường kính d = 5dm là: 2,5 ${\times}$ 2,5 ${\times}$ 3,14 = 19,625 (dm2).
Chọn đáp án:19,625dm2"
115,"<s>[INST]243 + x = 254 + 142
 Giá trị của x là:
153
195
120[/INST]</s>
Lời giải:x = 254 + 142 - 243 = 153.
chọn đáp án:153"
116,"<s>[INST]Số gồm 2 chục nghìn, 3 nghìn, 8 trăm, 5 chục và hai đơn vị viết là:, các đáp án
32 852
23 582
32 258
23 852[/INST]</s>
Lời giải:Số gồm 2 chục nghìn, 3 nghìn, 8 trăm, 5 chục và hai đơn vị viết là: 23852.
Chọn đáp án:23852"
117,"<s>[INST]Số gồm 2 trăm và 7 đơn vị viết là:, các đáp án
207
27
270
702[/INST]</s>
Lời giải:Số gồm 2 trăm và 7 đơn vị viết là: 207
Chọn đáp án:207"
118,"<s>[INST]Số gồm 3 triệu, 5 nghìn, 4 chục và 6 đơn vị được viết là:, các đáp án
3 500 406
3 005 046
3 050 406
3 004 506[/INST]</s>
Lời giải:Số gồm 3 triệu, 5 nghìn, 4 chục và 6 đơn vị được viết là: 3005046
Chọn đáp án:3005046"
119,"<s>[INST]Số gồm 4 chục và 2 đơn vị được viết là:, các đáp án
20
40
24
42[/INST]</s>
Lời giải:Số gồm 4 chục và 2 đơn vị được viết là: 42
Chọn đáp án:42"
120,"<s>[INST]25% số bi của Hùng thì bằng 50% số bi của Hải, biết tổng số bi của Hùng và Hải bằng 48 viên. Số bi của Hùng là:, các đáp án
16 viên
18 viên
32 viên
30 viên[/INST]</s>
Lời giải:nan
Chọn đáp án:32 viên"
121,"<s>[INST]Số gồm 5 trăm và 5 đơn vị đọc là:, các đáp án
năm mươi lăm
năm trăm linh năm
năm trăm năm
năm trăm linh lăm[/INST]</s>
Lời giải:Số gồm 5 trăm và 5 đơn vị đọc là: Năm trăm linh năm
Chọn đáp án:năm trăm linh năm"
122,"<s>[INST]Số gồm 6 nghìn, 7 trăm, 2 đơn vị là:, các đáp án
672
6702
6720
6072[/INST]</s>
Lời giải:6 nghìn = 6 $\times$ 1000, 7 trăm = 7 $\times$ 100, 0 chục = 0 $\times$ 10, 2 đơn vị = 2 $\times$ 1
Chọn đáp án:6702"
123,"<s>[INST]Số gồm 6 trăm và 3 đơn vị viết là:, các đáp án
63
36
630
603[/INST]</s>
Lời giải:6 trăm = 6 $\times$ 100, 3 đơn vị = 3 $\times$ 1. Nên 6 trăm 3 đơn vị = 600 + 3 = 603
Chọn đáp án:603"
124,"<s>[INST]$\frac{27}{3}$ = ? / 8, các đáp án
56
64
72
80[/INST]</s>
Lời giải: ? = 27 ${\times}$ $\frac{8}{3}$ = 72.
Chọn đáp án:72"
125,"<s>[INST]Số gồm 7 chục và 4 đơn vị được viết là:, các đáp án
74
47
7
4[/INST]</s>
Lời giải:Số gồm 7 chục và 4 đơn vị được viết là: 74
Chọn đáp án:74"
126,"<s>[INST]Số gồm 8 chục nghìn 3 trăm 2 đơn vị viết là:, các đáp án
832
8 032
80 032
80 302[/INST]</s>
Lời giải:Số gồm 8 chục nghìn 3 trăm 2 đơn vị viết là: 80302
Chọn đáp án:80302"
127,"<s>[INST]Số gồm 8 chục nghìn 4 trăm 4 đơn vị được viết là:, các đáp án
80 440
80 404
80 044
84 004[/INST]</s>
Lời giải:Số gồm 8 chục nghìn 4 trăm 4 đơn vị được viết là: 80404
Chọn đáp án:80404"
128,"<s>[INST]Số gồm 8 chục nghìn 6 nghìn 5 trăm 2 đơn vị viết là:, các đáp án
8 652
80 652
86 502
86 520[/INST]</s>
Lời giải:Số gồm 8 chục nghìn 6 nghìn 5 trăm 2 đơn vị viết là: 86502
Chọn đáp án:86502"
129,"<s>[INST]Số gồm 8 trăm và 7 chục viết là:, các đáp án
87
870
780
807[/INST]</s>
Lời giải:Số gồm 8 trăm và 7 chục viết là: 870
Chọn đáp án:870"
130,"<s>[INST]Số gồm 8 trăm, 3 chục và 1 đơn vị viết là:, các đáp án
138
813
831
381[/INST]</s>
Lời giải:Số gồm 8 trăm, 3 chục và 1 đơn vị viết là: 831
Chọn đáp án:831"
131,"<s>[INST]Số gồm 9 chục nghìn, 6 trăm, 7 đơn vị viết là:, các đáp án
6 070
6 700
0 607
0 706[/INST]</s>
Lời giải:Số gồm 9 chục nghìn, 6 trăm, 7 đơn vị viết là 90607.
Chọn đáp án:0607"
132,"<s>[INST]29 km 415 m = … km Số thích hợp để viết vào chỗ chấm là:, các đáp án
29415
29,415
294,15
2941,5[/INST]</s>
Lời giải:Ta có: $415m=\frac{415}{1000}km=0,415km$. Vậy 29 km 415 m = 29 km + 0,415 km = 29,415 km.Vậy số cần điền là: 29,415
Chọn đáp án:29,415"
133,"<s>[INST]Số hạng thứ nhất là 23. Số hạng thứ hai hơn số hạng thứ nhất 12 đơn vị. Vậy tổng là:, các đáp án
35
47
11
58[/INST]</s>
Lời giải:Số hạng thứ hai là: 23 + 12 = 35
 Tổng là: 23 + 35 = 58
Chọn đáp án:58"
134,"<s>[INST]Số hạng thứ nhất là 35, số hạng thứ hai là 21. Vậy tổng là:, các đáp án
14
47
56
32[/INST]</s>
Lời giải:Số hạng thứ nhất là 35, số hạng thứ hai là 21. 
 Vậy tổng là: 35 + 21 = 56
Chọn đáp án:56"
135,"<s>[INST]Số hạng thứ nhất là 8. Số hạng thứ hai ít hơn số hạng thứ nhất 3 đơn vị. Vậy tổng là:, các đáp án
5
13
11
19[/INST]</s>
Lời giải:Số hạng thứ hai là: 8 – 3 = 5
 Vậy tổng là: 8 + 5 = 13
Chọn đáp án:13"
136,"<s>[INST]Số La Mã XIX đọc là:, các đáp án
Mười chín
Mười một
Hai mươi
Mười bốn[/INST]</s>
Lời giải:Số La Mã XIX đọc là: mười chín
Chọn đáp án:Mười chín"
137,"<s>[INST]2cm được gấp lên 7 lần có giá trị là:, các đáp án
32 cm
28 cm
14 cm
7 cm[/INST]</s>
Lời giải:Gấp là phép tính nhân. 2 $\times$ 7 = 14.
Chọn đáp án:14 cm"
138,"<s>[INST]Số liền sau của 14 là tích của hai số nào?, các đáp án
5 và 3
2 và 7
5 và 4
2 và 6[/INST]</s>
Lời giải:Muốn tìm số liền sau của một số, ta lấy số đó cộng thêm 1 đơn vị.
 Vậy số liền sau của 14 là: $14 + 1 = 15$
 Ta có: 5 ${\times}$ 3 = 152 ${\times}$ 7 = 145 ${\times}$ 4 = 202 ${\times}$ 6 = 12
 Vậy số liền sau của 14 là tích của: 5 và 3
Chọn đáp án:5 và 3"
139,"<s>[INST]Số liền sau của 15 là tích của hai số nào?, các đáp án
2 và 7
2 và 8
3 và 5
5 và 5[/INST]</s>
Lời giải:Muốn tìm số liền sau của một số, ta lấy số đó cộng thêm 1 đơn vị. Vậy số liền sau của 15 là: $15 + 1 = 16$
 Ta có:2 ${\times}$ 7 = 142 ${\times}$ 8 = 163 ${\times}$ 5 = 155 ${\times}$ 5 = 25 Vậy số liền sau của 15 là tích của 2 và 8.
Chọn đáp án:2 và 8"
140,"<s>[INST]Số liền sau của 39 là:, các đáp án
40
38
41
37[/INST]</s>
Lời giải:Muốn tìm số liền sau của một số, ta lấy số đó cộng thêm 1 đơn vị.
 Vậy số liền sau của 39 là: 39 + 1 = 40
Chọn đáp án:40"
141,"<s>[INST]Số liền sau của 76 là:, các đáp án
75
78
77
74[/INST]</s>
Lời giải:Muốn tìm số liền sau của một số, ta lấy số đó cộng thêm 1 đơn vị.
 Vậy số liền sau của 76 là: 76 + 1 = 77
Chọn đáp án:77"
142,"<s>[INST]2cm2 - 48mm2 = …, các đáp án
152
152cm
185cm2
152mm2[/INST]</s>
Lời giải:Đổi 2cm2 ra mm2. 2cm2 ${\times}$ 100 = 200mm2. 200mm2 - 48 mm2 = 152mm2 
Chọn đáp án:152mm2"
143,"<s>[INST]Số liền sau của số 36 là số:, các đáp án
33
32
31
37[/INST]</s>
Lời giải:Muốn tìm số liền sau của một số ta lấy số đó cộng thêm 1 đơn vị.
 $36 + 1 = 37$
Vậy số liền sau của số 36 là số: 37
Chọn đáp án:37"
144,"<s>[INST]Số liền sau của số 72389 là:, các đáp án
72 388
72 400
72 390
72 391[/INST]</s>
Lời giải:Để tìm số liền sau của một số ta lấy số đó cộng thêm 1 đơn vị. Số liền sau của số 72389 là 72390.
Chọn đáp án:72390"
145,"<s>[INST]Số liền sau của số 75299 là:, các đáp án
 5289
5 298
5 300
5 301[/INST]</s>
Lời giải:Số liền sau của số 75299 là: 75300
Chọn đáp án:5300"
146,"<s>[INST]Số liền sau của số 99999 là:, các đáp án
99 990
90 000
100 000
89 000[/INST]</s>
Lời giải:Số liền sau của số 99999 là: 100000
Chọn đáp án:100000"
147,"<s>[INST]3 được lấy 4 lần viết dưới dạng tích hai số là:
4 ${\times}$ 3
3 ${\times}$ 4
3 ${\times}$ 5[/INST]</s>
Lời giải:Số 3 được lấy 4 lần nghĩa là có 4 số 3. Hay là  3 ${\times}$ 4.
chọn đáp án:3 ${\times}$ 4"
